词语,拼音,频序号
槽钢,cáogāng,55892
草食,cǎoshí,31225
侧重点,cèzhòngdiǎn,27562
槽头,cáotóu,43509
草书,cǎoshū,27637
测,cè,4101
槽牙,cáoyá,52024
草率,cǎoshuài,19341
测报,cèbào,37863
槽子,cáozi,44281
草酸,cǎosuān,48992
测查,cèchá,51617
草,cǎo,1040
草台班子,cǎotáibānzi,48007
测定,cèdìng,6695
草案,cǎo'àn,2571
草滩,cǎotān,33182
测度,cèduó,40261
草包,cǎobāo,34503
草堂,cǎotáng,23832
测光,cèguāng,49748
草本,cǎoběn,33700
草体,cǎotǐ,53895
测谎仪,cèhuǎngyí,52468
草编,cǎobiān,38776
草头王,cǎotóuwáng,51616
测绘,cèhuì,5929
草标,cǎobiāo,51228
草图,cǎotú,21412
测距,cèjù,32667
草草,cǎocǎo,15861
草窝,cǎowō,48320
测控,cèkòng,12371
草场,cǎochǎng,8780
草屋,cǎowū,31120
测量,cèliáng,4297
草虫,cǎochóng,42501
草席,cǎoxí,33962
测评,cèpíng,7473
草创,cǎochuàng,32666
草鞋,cǎoxié,17045
测试,cèshì,4583
草丛,cǎocóng,14738
草写,cǎoxiě,55460
测速,cèsù,50835
草底儿,cǎodǐr,52025
草药,cǎoyào,21294
测算,cèsuàn,8478
草地,cǎodì,4628
草野,cǎoyě,40697
测验,cèyàn,15050
草甸,cǎodiàn,27031
草鱼,cǎoyú,31451
测震,cèzhèn,54923
草垫,cǎodiàn,42780
草原,cǎoyuán,2497
测字,cèzì,42502
草垫子,cǎodiànzi,47699
草约,cǎoyuē,47086
恻隐,cèyǐn,31454
草垛,cǎoduò,35315
草泽,cǎozé,46202
恻隐之心,cèyǐnzhīxīn,30131
草房,cǎofáng,24294
草纸,cǎozhǐ,31925
策,cè,4864
草稿,cǎogǎo,24690
草字,cǎozì,48638
策动,cèdòng,25278
草根,cǎogēn,7514
草字头,cǎozìtóu,50832
策反,cèfǎn,41350
草菇,cǎogū,52907
册,cè,3219
策划,cèhuà,5290
草灰,cǎohuī,50831
册页,cèyè,41349
策励,cèlì,48993
草鸡,cǎojī,43286
册子,cèzi,32541
策略,cèlüè,5021
草菅人命,cǎojiānrénmìng,44510
厕所,cèsuǒ,4500
策马,cèmǎ,20410
草芥,cǎojiè,38039
侧,cè,4179
策问,cèwèn,53381
草寇,cǎokòu,48319
侧柏,cèbǎi,36629
策应,cèyìng,28639
草料,cǎoliào,20992
侧耳,cè'ěr,23999
策源地,cèyuándì,35417
草驴,cǎolǘ,52467
侧根,cègēn,53896
参差,cēncī,25279
草绿,cǎolǜ,35083
侧击,cèjī,49370
参差不齐,cēncībùqí,19279
草莽,cǎomǎng,33054
侧记,cèjì,14210
涔涔,céncén,34505
草莽英雄,cǎomǎngyīngxióng,46504
侧门,cèmén,30915
噌,cēng,32808
草帽,cǎomào,14804
侧面,cèmiàn,6505
层,céng,640
草莓,cǎoméi,14805
侧目,cèmù,26796
层出不穷,céngchūbùqióng,11647
草民,cǎomín,40917
侧目而视,cèmù'érshì,46203
层次,céngcì,1991
草木,cǎomù,12631
侧身,cèshēn,18301
层叠,céngdié,41351
层高,cénggāo,20567
插条,chātiáo,50111
茶树,cháshù,25465
层级,céngjí,30132
插头,chātóu,30026
茶水,cháshuǐ,13702
层林,cénglín,43794
插图,chātú,14998
茶汤,chátāng,40463
层峦叠嶂,céngluándiézhàng,41801
插销,chāxiāo,40052
茶亭,chátíng,27241
层面,céngmiàn,4787
插叙,chāxù,49749
茶碗,cháwǎn,20790
曾,céng,1341
插秧,chāyāng,18153
茶叶,cháyè,6902
曾几何时,céngjǐhéshí,21653
插秧机,chāyāngjī,46505
茶叶蛋,cháyèdàn,39628
曾经,céngjīng,859
插页,chāyè,43287
茶艺,cháyì,34769
曾经沧海,céngjīngcānghǎi,38609
插一杠子,chāyīgàngzi,54388
茶油,cháyóu,48994
蹭,cèng,12032
插足,chāzú,32398
茶余饭后,cháyúfànhòu,29306
蹭饭,cèngfàn,52774
插嘴,chāzuǐ,13325
茶园,cháyuán,17068
叉,chā,12545
插座,chāzuò,27400
茶盏,cházhǎn,53383
叉车,chāchē,36956
喳喳,chāchā,16990
茶盅,cházhōng,39412
叉烧,chāshāo,46804
嚓,chā,11275
茶庄,cházhuāng,43027
叉腰,chāyāo,30025
茬,chá,7977
茶桌,cházhuō,32809
叉子,chāzi,23014
茬口,chákǒu,48639
茶座,cházuò,17458
差,chā,1300
茬子,cházi,32161
查,chá,1653
差别,chābié,4155
茶,chá,2045
查办,chábàn,7278
差池,chāchí,41132
茶杯,chábēi,9636
查抄,cháchāo,26736
差错,chācuò,12066
茶场,cháchǎng,31818
查处,cháchǔ,2903
差额,chā'é,12958
茶匙,cháchí,45017
查点,chádiǎn,43028
差价,chājià,14919
茶炊,cháchuī,55893
查对,cháduì,34094
差距,chājù,2650
茶道,chádào,32542
查房,cháfáng,27972
差强人意,chāqiángrényì,38778
茶点,chádiǎn,26300
查访,cháfǎng,34771
差数,chāshù,53382
茶饭,cháfàn,33055
查封,cháfēng,11535
差异,chāyì,3296
茶房,cháfang,9950
查岗,chágǎng,54926
插,chā,2660
茶缸,chágāng,35684
查号台,cháhàotái,53384
插班,chābān,43510
茶馆,cháguǎn,9120
查核,cháhé,40262
插班生,chābānshēng,50836
茶褐色,cháhèsè,55464
查获,cháhuò,5668
插播,chābō,33184
茶壶,cháhú,15339
查缉,chájí,30027
插翅难飞,chāchìnánfēi,54924
茶花,cháhuā,30133
查检,chájiǎn,50458
插队,chāduì,18613
茶话会,cháhuàhuì,16884
查缴,chájiǎo,31574
插管,chāguǎn,37864
茶会,cháhuì,31014
査禁,chájìn,22182
插花,chāhuā,21206
茶几,chájī,11910
查究,chájiū,27242
插画,chāhuà,32160
茶碱,chájiǎn,53897
査勘,chákān,29810
插话,chāhuà,16288
茶晶,chájīng,54925
查看,chákàn,9951
插脚,chājiǎo,55462
茶镜,chájìng,44283
查考,chákǎo,32543
插科打诨,chākēdǎhùn,44282
茶具,chájù,28837
查扣,chákòu,20994
插孔,chākǒng,50837
茶楼,chálóu,17017
查明,chámíng,7904
插空,chākòng,52469
茶炉,chálú,45901
查票,chápiào,37865
插口,chākǒu,32273
茶农,chánóng,30572
查铺,chápù,54389
插屏,chāpíng,55463
茶盘,chápán,37134
查哨,cháshào,52471
插曲,chāqǔ,20993
茶钱,cháqián,35242
查实,cháshí,15570
插入,chārù,12372
茶色,chásè,31926
查收,cháshōu,50459
插身,chāshēn,52470
茶社,cháshè,28300
查私,chásī,44237
插手,chāshǒu,15212
茶食,cháshi,46805
查体,chátǐ,41352
查问,cháwèn,25527
拆分,chāifēn,12754
搀扶,chānfú,13326
查寻,cháxún,50112
拆封,chāifēng,44763
谗害,chánhài,53385
查询,cháxún,6207
拆改,chāigǎi,51618
谗佞,chánnìng,54927
查验,cháyàn,11977
拆毁,chāihuǐ,24585
谗言,chányán,28221
查夜,cháyè,46506
拆建,chāijiàn,46507
婵娟,chánjuān,45298
查阅,cháyuè,10071
拆借,chāijiè,20094
馋,chán,13969
查账,cházhàng,34772
拆零,chāilíng,54390
馋鬼,chánguǐ,54392
查找,cházhǎo,9004
拆卖,chāimài,54391
馋猫,chánmāo,47701
查证,cházhèng,17843
拆迁,chāiqiān,4966
馋涎,chánxián,41802
搽,chá,23274
拆迁户,chāiqiānhù,23834
馋涎欲滴,chánxiányùdī,42781
碴,chá,22911
拆散,chāisǎn,35542
馋嘴,chánzuǐ,35243
碴儿,chár,31575
拆散,chāisàn,30452
禅,chán,8472
碴口,chákǒu,53898
拆台,chāitái,35990
禅房,chánfáng,40053
察,chá,4840
拆洗,chāixǐ,34358
禅机,chánjī,48995
察访,cháfǎng,44511
拆线,chāixiàn,45018
禅门,chánmén,52026
察觉,chájué,10596
拆卸,chāixiè,23879
禅师,chánshī,24746
察勘,chákān,55465
拆阅,chāiyuè,45599
禅堂,chántáng,49371
察看,chákàn,9399
拆账,chāizhàng,56001
禅悟,chánwù,54851
察言观色,cháyánguānsè,36957
拆装,chāizhuāng,43029
禅学,chánxué,40263
察验,cháyàn,55466
拆字,chāizì,51619
禅院,chányuàn,51620
叉,chǎ,44284
差,chāi,7890
禅杖,chánzhàng,51621
杈,chà,24541
差旅费,chāilǚfèi,31015
禅宗,chánzōng,22602
杈子,chàzi,48321
差派,chāipài,53900
孱弱,chánruò,29000
岔,chà,12523
差遣,chāiqiǎn,29307
缠,chán,6058
岔道儿,chàdàor,35418
差使,chāishǐ,24048
缠结,chánjié,52908
岔开,chàkāi,22183
差事,chāishi,12972
缠绵,chánmián,15604
岔口,chàkǒu,33328
差役,chāiyì,31455
缠绵悱恻,chánmiánfěicè,44512
岔路,chàlù,34644
柴,chái,5862
缠磨,chánmo,46806
岔气,chàqì,53899
柴草,cháicǎo,20995
缠扰,chánrǎo,49750
岔子,chàzi,23780
柴刀,cháidāo,43288
缠绕,chánrào,14827
刹,chà,9783
柴垛,cháiduò,47375
缠身,chánshēn,21531
刹那,chànà,23833
柴禾,cháihe,20791
缠手,chánshǒu,55895
刹那间,chànàjiān,25711
柴火,cháihuo,24099
缠足,chánzú,34210
诧异,chàyì,9541
柴鸡,cháijī,47700
蝉,chán,14275
差,chà,4870
柴米油盐,cháimǐyóuyán,27097
蝉联,chánlián,17241
差不多,chàbuduō,2736
柴薪,cháixīn,50460
蝉蜕,chántuì,46508
差不离,chàbulí,38610
柴油,cháiyóu,10468
蝉翼,chányì,38987
差等生,chàděngshēng,56687
柴油机,cháiyóujī,19391
潺潺,chánchán,19214
差点儿,chàdiǎnr,22230
豺狗,cháigǒu,48640
蟾蜍,chánchú,29914
差劲,chàjìn,36299
豺狼,cháiláng,29913
蟾宫,chángōng,50838
差评,chàpíng,19091
掺,chān,10626
蟾酥,chánsū,51229
姹紫嫣红,chàzǐyānhóng,29204
掺和,chānhuo,27973
产,chǎn,1942
拆,chāi,3651
掺假,chānjiǎ,26533
产成品,chǎnchéngpǐn,42030
拆除,chāichú,6114
掺沙子,chānshāzi,56369
产出,chǎnchū,9324
拆穿,chāichuān,40918
掺杂,chānzá,18869
产床,chǎnchuáng,48008
拆兑,chāiduì,55894
搀,chān,11811
产地,chǎndì,10474
产儿,chǎn'ér,40698
菖蒲,chāngpú,14842
长廊,chángláng,11219
产房,chǎnfáng,29001
猖獗,chāngjué,9026
长龙,chánglóng,23068
产妇,chǎnfù,15685
猖狂,chāngkuáng,19121
长毛绒,chángmáoróng,50114
产供销,chǎngōngxiāo,28838
娼,chāng,18133
长毛兔,chángmáotù,42503
产后,chǎnhòu,15100
娼妇,chāngfù,36958
长矛,chángmáo,27471
产假,chǎnjià,35419
娼妓,chāngjì,24586
长眠,chángmián,23313
产科,chǎnkē,34773
鲳鱼,chāngyú,50839
长明灯,chángmíngdēng,36460
产量,chǎnliàng,2208
长,cháng,1369
长鸣,chángmíng,24355
产能,chǎnnéng,3107
长臂猿,chángbìyuán,36630
长命百岁,chángmìngbǎisuì,42782
产品,chǎnpǐn,839
长波,chángbō,24587
长命锁,chángmìngsuǒ,52472
产婆,chǎnpó,40699
长策,chángcè,48997
长年,chángnián,10192
产前,chǎnqián,19247
长城,chángchéng,3850
长年累月,chángniánlěiyuè,33185
产区,chǎnqū,14315
长程,chángchéng,26874
长袍,chángpáo,13771
产权,chǎnquán,3048
长虫,chángchong,38402
长跑,chángpǎo,13312
产褥期,chǎnrùqī,56728
长处,chángchù,10684
长篇,chángpiān,7945
产生,chǎnshēng,344
长春,chángchūn,4360
长期,chángqī,962
产物,chǎnwù,5249
长辞,chángcí,35836
长枪,chángqiāng,24429
产销,chǎnxiāo,9419
长此以往,chángcǐyǐwǎng,21981
长驱直入,chángqūzhírù,30353
产需,chǎnxū,43511
长存,chángcún,25157
长裙,chángqún,20871
产业,chǎnyè,1154
长凳,chángdèng,25018
长绒棉,chángróngmián,47087
产业化,chǎnyèhuà,2854
长笛,chángdí,36146
长沙,chángshā,3558
产业链,chǎnyèliàn,4113
长度,chángdù,7559
长衫,chángshān,13679
产院,chǎnyuàn,55467
长短,chángduǎn,10267
长舌妇,chángshéfù,48323
产值,chǎnzhí,4100
长法,chángfǎ,54393
长蛇阵,chángshézhèn,46204
谄媚,chǎnmèi,27718
长发,chángfà,11836
长生,chángshēng,39629
谄笑,chǎnxiào,47376
长方,chángfāng,20298
长逝,chángshì,40919
谄谀,chǎnyú,44764
长方脸,chángfāngliǎn,45600
长寿,chángshòu,10097
铲,chǎn,10405
长方体,chángfāngtǐ,50113
长谈,chángtán,28553
铲车,chǎnchē,43289
长方形,chángfāngxíng,16773
长叹,chángtàn,10475
铲除,chǎnchú,9291
长工,chánggōng,14336
长亭,chángtíng,43512
铲子,chǎnzi,30791
长鼓,chánggǔ,51230
长统袜,chángtǒngwà,53901
阐发,chǎnfā,19215
长号,chánghào,45019
长筒靴,chángtǒngxuē,56729
阐明,chǎnmíng,7802
长河,chánghé,11550
长途,chángtú,9550
阐释,chǎnshì,10944
长虹,chánghóng,13678
长物,chángwù,49751
阐述,chǎnshù,3724
长话,chánghuà,33056
长线,chángxiàn,27401
阐扬,chǎnyáng,43030
长话短说,chánghuàduǎnshuō,48322
长线产品,chángxiànchǎnpǐn,51622
忏悔,chànhuǐ,11873
长假,chángjià,12211
长项,chángxiàng,43513
颤,chàn,6206
长江,chángjiāng,1744
长销,chángxiāo,53855
颤动,chàndòng,10318
长街,chángjiē,21165
长效,chángxiào,7840
颤抖,chàndǒu,6442
长颈鹿,chángjǐnglù,36959
长啸,chángxiào,30681
颤巍巍,chànwēiwēi,27098
长镜头,chángjìngtóu,34774
长性,chángxìng,50840
颤悠,chànyou,48996
长久,chángjiǔ,5499
长袖,chángxiù,34506
羼杂,chànzá,55468
长卷,chángjuàn,22078
长袖善舞,chángxiùshànwǔ,47377
昌,chāng,8570
长空,chángkōng,18302
长吁短叹,chángxūduǎntàn,31819
昌明,chāngmíng,38401
长裤,chángkù,27243
长夜,chángyè,18330
昌盛,chāngshèng,22380
长款,chángkuǎn,55469
长吟,chángyín,48324
长缨,chángyīng,48009
常数,chángshù,17124
敞篷车,chǎngpéngchē,46205
长于,chángyú,17337
常态,chángtài,15646
怅然,chàngrán,22127
长圆,chángyuán,38988
常套,chángtào,54394
怅惘,chàngwǎng,21748
长远,chángyuǎn,3062
常委,chángwěi,2775
畅,chàng,9237
长斋,chángzhāi,49752
常温,chángwēn,26384
畅达,chàngdá,40464
长征,chángzhēng,5515
常务,chángwù,3612
畅怀,chànghuái,51231
长治久安,chángzhìjiǔ'ān,9302
常性,chángxìng,53902
畅快,chàngkuài,15266
长足,chángzú,7787
常压,chángyā,44514
畅所欲言,chàngsuǒyùyán,16200
场,cháng,6195
常言,chángyán,28301
畅谈,chàngtán,10875
场屋,chángwū,48325
常用,chángyòng,6901
畅通,chàngtōng,5992
场院,chángyuàn,28839
常住,chángzhù,14943
畅想,chàngxiǎng,28640
肠,cháng,8162
常驻,chángzhù,8936
畅想曲,chàngxiǎngqǔ,52909
肠道,chángdào,23275
偿,cháng,13564
畅销,chàngxiāo,10442
肠梗阻,chánggěngzǔ,41573
偿付,chángfù,17429
畅行,chàngxíng,45603
肠胃,chángwèi,22686
偿还,chánghuán,8060
畅叙,chàngxù,36147
肠胃病,chángwèibìng,49372
偿命,chángmìng,30916
畅饮,chàngyǐn,24812
肠炎,chángyán,38403
徜徉,chángyáng,19022
畅游,chàngyóu,25413
肠衣,chángyī,41133
嫦娥,cháng'é,20050
倡办,chàngbàn,55470
肠子,chángzi,18939
厂,chǎng,783
倡导,chàngdǎo,3762
尝,cháng,3086
厂方,chǎngfāng,21069
倡议,chàngyì,5683
尝试,chángshì,4394
厂房,chǎngfáng,7239
唱,chàng,876
尝鲜,chángxiān,44513
厂规,chǎngguī,45602
唱白脸,chàngbáiliǎn,52473
尝新,chángxīn,45601
厂纪,chǎngjì,47702
唱本,chàngběn,35084
常,cháng,648
厂家,chǎngjiā,4667
唱词,chàngcí,22819
常备,chángbèi,35420
厂矿,chǎngkuàng,15605
唱碟,chàngdié,53903
常备不懈,chángbèibùxiè,44765
厂区,chǎngqū,28734
唱独角戏,chàngdújiǎoxì,49755
常备军,chángbèijūn,45020
厂商,chǎngshāng,6204
唱段,chàngduàn,26301
常常,chángcháng,924
厂址,chǎngzhǐ,24430
唱对台戏,chàngduìtáixì,43290
常春藤,chángchūnténg,49753
厂子,chǎngzi,13071
唱法,chàngfǎ,19661
常服,chángfú,43031
场,chǎng,824
唱反调,chàngfǎndiào,41353
常规,chángguī,5715
场次,chǎngcì,12235
唱高调,chànggāodiào,40920
常轨,chángguǐ,50115
场地,chǎngdì,5126
唱歌,chànggē,6234
常见,chángjiàn,5529
场馆,chǎngguǎn,7447
唱功,chànggōng,44047
常客,chángkè,22381
场合,chǎnghé,5672
唱和,chànghè,33701
常礼,chánglǐ,55896
场记,chǎngjì,50461
唱红脸,chànghóngliǎn,50462
常理,chánglǐ,25084
场景,chǎngjǐng,7287
唱机,chàngjī,42783
常例,chánglì,42504
场面,chǎngmiàn,3362
唱空城计,chàngkōngchéngjì,56370
常量,chángliàng,49754
场面上,chǎngmiànshang,32668
唱名,chàngmíng,48010
常绿,chánglǜ,31016
场所,chǎngsuǒ,2602
唱盘,chàngpán,47378
常年,chángnián,5475
场子,chǎngzi,20015
唱片,chàngpiàn,11927
常情,chángqíng,34359
敞,chǎng,12249
唱票,chàngpiào,45902
常人,chángrén,10957
敞车,chǎngchē,50841
唱腔,chàngqiāng,15132
常任,chángrèn,13190
敞开,chǎngkāi,6816
唱诗班,chàngshībān,47704
常设,chángshè,17191
敞口,chǎngkǒu,43032
唱双簧,chàngshuānghuáng,55471
常识,chángshí,7159
敞亮,chǎngliàng,29811
唱头,chàngtóu,55472
常事,chángshì,19248
敞篷,chǎngpéng,45299
唱戏,chàngxì,12260
唱针,chàngzhēn,53904
超假,chāojià,54395
潮,cháo,3116
唱主角,chàngzhǔjué,26153
超绝,chāojué,50116
潮红,cháohóng,34645
抄,chāo,5329
超量,chāoliàng,31017
潮乎乎,cháohūhū,51623
抄报,chāobào,47379
超龄,chāolíng,45300
潮剧,cháojù,47088
抄本,chāoběn,33702
超期,chāoqī,13118
潮流,cháoliú,3971
抄底,chāodǐ,15554
超前,chāoqián,10577
潮气,cháoqì,38220
抄家,chāojiā,23554
超群,chāoqún,14659
潮润,cháorùn,38989
抄件,chāojiàn,52910
超然,chāorán,22551
潮湿,cháoshī,9196
抄近儿,chāojìnr,40700
超然物外,chāoránwùwài,45604
潮水,cháoshuǐ,12591
抄录,chāolù,23514
超人,chāorén,16750
潮头,cháotóu,19715
抄没,chāomò,45021
超升,chāoshēng,54928
潮位,cháowèi,49375
抄收,chāoshōu,55897
超生,chāoshēng,28735
潮汐,cháoxī,15441
抄送,chāosòng,44285
超声波,chāoshēngbō,22603
潮汐能,cháoxīnéng,52912
抄袭,chāoxí,16749
超时,chāoshí,29098
潮汛,cháoxùn,50842
抄写,chāoxiě,20016
超市,chāoshì,4961
潮涌,cháoyǒng,36461
吵吵,chāochao,22644
超收,chāoshōu,26875
吵,chǎo,5046
钞,chāo,11962
超水平,chāoshuǐpíng,35543
吵吵嚷嚷,chǎochǎorǎngrǎng,32162
钞票,chāopiào,8511
超俗,chāosú,51233
吵翻,chǎofān,49376
超,chāo,1759
超速,chāosù,27891
吵架,chǎojià,10628
超拔,chāobá,42274
超脱,chāotuō,18244
吵骂,chǎomà,48641
超编,chāobiān,29915
超一流,chāoyīliú,37866
吵闹,chǎonào,12898
超标,chāobiāo,7777
超逸,chāoyì,53386
吵嚷,chǎorǎng,30242
超薄,chāobáo,30682
超音速,chāoyīnsù,25665
吵人,chǎorén,48327
超采,chāocǎi,30453
超员,chāoyuán,34360
吵嘴,chǎozuǐ,23276
超产,chāochǎn,23069
超越,chāoyuè,4118
炒,chǎo,5112
超长,chāocháng,35991
超载,chāozài,9507
炒菜,chǎocài,19309
超常,chāocháng,17821
超支,chāozhī,32039
炒饭,chǎofàn,41134
超车,chāochē,33963
超值,chāozhí,44286
炒房,chǎofáng,24303
超出,chāochū,6012
超重,chāozhòng,26154
炒肝儿,chǎogānr,51234
超导,chāodǎo,12511
超自然,chāozìrán,33703
炒股,chǎogǔ,24479
超等,chāoděng,49373
巢,cháo,8752
炒锅,chǎoguō,45903
超低空,chāodīkōng,38779
巢穴,cháoxué,25666
炒汇,chǎohuì,47380
超低温,chāodīwēn,43291
朝,cháo,993
炒货,chǎohuò,52027
超短波,chāoduǎnbō,52911
朝拜,cháobài,25085
炒家,chǎojiā,49377
超短裙,chāoduǎnqún,41574
朝代,cháodài,13703
炒冷饭,chǎolěngfàn,52028
超额,chāo'é,9570
朝圣,cháoshèng,28474
炒买炒卖,chǎomǎichǎomài,53387
超凡,chāofán,32038
朝廷,cháotíng,5667
炒米,chǎomǐ,37867
超凡入圣,chāofánrùshèng,51232
朝鲜,cháoxiǎn,1839
炒面,chǎomiàn,32399
超凡脱俗,chāofántuōsú,32810
朝鲜族,cháoxiǎnzú,17844
炒青,chǎoqīng,52474
超负荷,chāofùhè,19859
朝向,cháoxiàng,22959
炒勺,chǎosháo,51624
超高速,chāogāosù,36960
朝阳,cháoyáng,10898
炒手,chǎoshǒu,44158
超高温,chāogāowēn,49374
朝阳花,cháoyánghuā,56371
炒鱿鱼,chǎoyóuyú,45022
超过,chāoguò,982
朝野,cháoyě,14027
炒作,chǎozuò,10862
超豪华,chāoháohuá,48326
嘲讽,cháofěng,15662
车,chē,1561
超乎,chāohū,24165
嘲弄,cháonòng,15423
车把,chēbǎ,22912
超级,chāojí,7213
嘲笑,cháoxiào,8395
车把式,chēbǎshi,40701
车帮,chēbāng,46509
车身,chēshēn,16910
撤出,chèchū,8203
车场,chēchǎng,34361
车市,chēshì,55900
撤除,chèchú,26037
车程,chēchéng,31333
车手,chēshǒu,12480
撤防,chèfáng,50843
车床,chēchuáng,27719
车水马龙,chēshuǐmǎlóng,19755
撤换,chèhuàn,19310
车次,chēcì,28222
车速,chēsù,20197
撤军,chèjūn,8327
车带,chēdài,55898
车胎,chētāi,42505
撤离,chèlí,8719
车道,chēdào,14605
车体,chētǐ,31334
撤免,chèmiǎn,53388
车道沟,chēdàogōu,55899
车条,chētiáo,55473
撤诉,chèsù,27099
车灯,chēdēng,24480
车贴,chētiē,55474
撤退,chètuì,12126
车队,chēduì,6092
车头,chētóu,20336
撤销,chèxiāo,4954
车费,chēfèi,24166
车位,chēwèi,29812
撤职,chèzhí,11779
车份儿,chēfènr,47705
车险,chēxiǎn,53905
撤资,chèzī,41803
车改,chēgǎi,18050
车厢,chēxiāng,6847
撤走,chèzǒu,19507
车工,chēgōng,26225
车型,chēxíng,7323
抻,chēn,29794
车公里,chēgōnglǐ,45345
车友,chēyǒu,16656
抻面,chēnmiàn,50117
车轱辘,chēgūlu,42784
车辕,chēyuán,45023
嗔,chēn,14763
车轱辘话,chēgūluhuà,52475
车载斗量,chēzàidǒuliáng,54396
嗔怪,chēnguài,27892
车行,chéháng,23217
车闸,chēzhá,54397
嗔怒,chēnnù,42031
车祸,chēhuò,11276
车展,chēzhǎn,15862
嗔怨,chēnyuàn,54398
车技,chējì,43292
车站,chēzhàn,4375
臣,chén,3553
车架,chējià,35685
车照,chēzhào,50463
尘埃,chén'āi,13430
车间,chējiān,3716
车辙,chēzhé,35544
尘暴,chénbào,52029
车检,chējiǎn,49378
车种,chēzhǒng,54930
尘肺,chénfèi,36300
车库,chēkù,22687
车轴,chēzhóu,36631
尘封,chénfēng,25817
车筐,chēkuāng,48011
车主,chēzhǔ,13036
尘垢,chéngòu,38990
车况,chēkuàng,40702
车子,chēzi,5198
尘寰,chénhuán,51625
车老板,chēlǎobǎn,45904
车组,chēzǔ,30573
尘世,chénshì,21207
车辆,chēliàng,2435
扯,chě,3769
尘俗,chénsú,50118
车辆段,chēliàngduàn,45905
扯淡,chědàn,29402
尘土,chéntǔ,10482
车铃,chēlíng,44515
扯后腿,chěhòutuǐ,56730
尘雾,chénwù,47091
车流,chēliú,19449
扯谎,chěhuǎng,30792
尘嚣,chénxiāo,41135
车轮,chēlún,10620
扯皮,chěpí,16661
